,from,to,distance_m,distance_km,duree_pied_min,duree_velo_min,duree_voiture_min
324,Maison de la Basilique,Theatre,309,0.31,3.7,1.4,0.6
325,Maison de la Basilique,Parc des villas romaines,160,0.16,1.9,0.7,0.3
326,Maison de la Basilique,Monastere de Bigua (maison de Tellus),155,0.16,1.9,0.7,0.3
327,Maison de la Basilique,Maison du Cryptoportique,88,0.09,1.1,0.4,0.2
328,Maison de la Basilique,Maison de la Volière,44,0.04,0.5,0.2,0.1
329,Maison de la Basilique,Maison de la Rotonde,81,0.08,1.0,0.4,0.2
330,Maison de la Basilique,Maison des Lions,155,0.16,1.9,0.7,0.3
331,Maison de la Basilique,Nécropole punique (Parc des villas romaines),95,0.09,1.1,0.4,0.2
332,Maison de la Basilique,Nymphée,146,0.15,1.8,0.7,0.3
333,Maison de la Basilique,Muraille de Thedose,244,0.24,2.9,1.1,0.5
334,Maison de la Basilique,Parc des thermes d'Antonin,467,0.47,5.6,2.2,0.9
335,Maison de la Basilique,Chapelle d’Asterius,417,0.42,5.0,1.9,0.8
336,Maison de la Basilique,Four punique,368,0.37,4.4,1.7,0.7
337,Maison de la Basilique,Maison de la cachette,327,0.33,3.9,1.5,0.7
338,Maison de la Basilique,Tombe de la Nécropole punique,411,0.41,4.9,1.9,0.8
339,Maison de la Basilique,Basiliques byzantines,358,0.36,4.3,1.7,0.7
340,Maison de la Basilique,Scholla,396,0.4,4.7,1.8,0.8
341,Maison de la Basilique,Maison de Dionysos,373,0.37,4.5,1.7,0.7
342,Maison de la Basilique,Nécropole punique (Parc des thermes d'antonin),414,0.41,5.0,1.9,0.8
343,Maison de la Basilique,Thermes d'Antonin,489,0.49,5.9,2.3,1.0
344,Maison de la Basilique,Latrines publiques,513,0.51,6.2,2.4,1.0
345,Maison de la Basilique,Quartier Magon,739,0.74,8.9,3.4,1.5
346,Maison de la Basilique,Tophet,1987,1.99,23.8,9.2,4.0
347,Maison de la Basilique,Ports puniques,1677,1.68,20.1,7.7,3.4
348,Maison de la Basilique,Port militaire,1568,1.57,18.8,7.2,3.1
349,Maison de la Basilique,Port marchand,1742,1.74,20.9,8.0,3.5
350,Maison de la Basilique,Ilot de l’Amirauté,1532,1.53,18.4,7.1,3.1
351,Maison de la Basilique,Temple,1546,1.55,18.6,7.1,3.1
352,Maison de la Basilique,Hangar,1552,1.55,18.6,7.2,3.1
353,Maison de la Basilique,Colline de Byrsa,913,0.91,11.0,4.2,1.8
354,Maison de la Basilique,Bibliotheque Tabularium,904,0.9,10.9,4.2,1.8
355,Maison de la Basilique,Temple prostyle,946,0.95,11.4,4.4,1.9
356,Maison de la Basilique,Grand Temple d'Esculape (d'Eshmoun),872,0.87,10.5,4.0,1.7
357,Maison de la Basilique,Emplacement probable de la Basilique judiciaire,788,0.79,9.5,3.6,1.6
358,Maison de la Basilique,"Absides ""Beule"" en contrebas",777,0.78,9.3,3.6,1.6
359,Maison de la Basilique,Tombeaux puniques,943,0.94,11.3,4.4,1.9
360,Maison de la Basilique,Musee national,814,0.81,9.8,3.8,1.6
361,Maison de la Basilique,Tombeau punique (Ariche),896,0.9,10.8,4.1,1.8
362,Maison de la Basilique,Emplacement de la Chapelle Saint Louis,787,0.79,9.4,3.6,1.6
363,Maison de la Basilique,Emplacement probable de la curie,888,0.89,10.7,4.1,1.8
364,Maison de la Basilique,Quartier Punique (Quartier Hannibal),887,0.89,10.6,4.1,1.8
365,Maison de la Basilique,Cathedrale Saint Louis,859,0.86,10.3,4.0,1.7
366,Maison de la Basilique,Beit El Hikma,719,0.72,8.6,3.3,1.4
367,Maison de la Basilique,Musee Oceanographique (Dar El Hout),1713,1.71,20.6,7.9,3.4
368,Maison de la Basilique,Amphitheatre De  Carthage,1450,1.45,17.4,6.7,2.9
369,Maison de la Basilique,Basilique Damous Karita,394,0.39,4.7,1.8,0.8
370,Maison de la Basilique,Rotonde ( Rotonde de Damous El Karita),329,0.33,3.9,1.5,0.7
371,Maison de la Basilique,Basilique Maiorum,1076,1.08,12.9,5.0,2.2
372,Maison de la Basilique,Basilique Saint Cyprien,859,0.86,10.3,4.0,1.7
373,Maison de la Basilique,Musee Paleochretien Basilique de Cartagena,1207,1.21,14.5,5.6,2.4
374,Maison de la Basilique,Citernes de la Malaga,1094,1.09,13.1,5.0,2.2
375,Maison de la Basilique,Cirque,1638,1.64,19.7,7.6,3.3
376,Maison de la Basilique,Edifice à colonnes (Jockey club de Carthage),529,0.53,6.3,2.4,1.1
377,Maison de la Basilique,Maison de la chasse aux sangliers,357,0.36,4.3,1.6,0.7
378,Maison de la Basilique,Odeon,95,0.1,1.1,0.4,0.2
379,Maison de la Basilique,Mosquée Imam Malek Ibn Anas,222,0.22,2.7,1.0,0.4
380,Maison de la Basilique,Monument circulaire,372,0.37,4.5,1.7,0.7
381,Maison de la Basilique,Monument circulaire(Martyrium),286,0.29,3.4,1.3,0.6
382,Maison de la Basilique,Basilique chretienne,346,0.35,4.2,1.6,0.7
383,Maison de la Basilique,Triconque,309,0.31,3.7,1.4,0.6
384,Maison de la Basilique,Basilique Bir Ftouha,1241,1.24,14.9,5.7,2.5
385,Maison de la Basilique,Maison de la course de chars,567,0.57,6.8,2.6,1.1
386,Maison de la Basilique,Monument a absides,572,0.57,6.9,2.6,1.1
387,Maison de la Basilique,Basilique Bir Messaouda,899,0.9,10.8,4.1,1.8
388,Maison de la Basilique,Quartier Didon,827,0.83,9.9,3.8,1.7
389,Maison de la Basilique,Temple d'Apollon,851,0.85,10.2,3.9,1.7
390,Maison de la Basilique,Citernes Dar Saniet,1160,1.16,13.9,5.4,2.3
391,Maison de la Basilique,Crypte archeologique,664,0.66,8.0,3.1,1.3
392,Maison de la Basilique,Chapelle sainte monique,800,0.8,9.6,3.7,1.6
393,Maison de la Basilique,Palais Essaada,2487,2.49,29.8,11.5,5.0
394,Maison de la Basilique,Palais Abdellia,2532,2.53,30.4,11.7,5.1
395,Maison de la Basilique,Arrondissement de la Marsa Medina,2943,2.94,35.3,13.6,5.9
396,Maison de la Basilique,Palais Ahmed Bey,2818,2.82,33.8,13.0,5.6
397,Maison de la Basilique,Cafe Houas,2791,2.79,33.5,12.9,5.6
398,Maison de la Basilique,Cafe Safsaf,2811,2.81,33.7,13.0,5.6
399,Maison de la Basilique,Kobbet el Houwa,3119,3.12,37.4,14.4,6.2
400,Maison de la Basilique,Cafe El Hafsi,2838,2.84,34.1,13.1,5.7
401,Maison de la Basilique,Palais Ksar Ettej,2641,2.64,31.7,12.2,5.3
402,Maison de la Basilique,Le Vieux Souk,2752,2.75,33.0,12.7,5.5
403,Maison de la Basilique,Les vistiges de plage d'amilcar (carthage),1360,1.36,16.3,6.3,2.7
404,Maison de la Basilique,Acropolium de Carthage,850,0.85,10.2,3.9,1.7
405,Maison de la Volière,Theatre,331,0.33,4.0,1.5,0.7
406,Maison de la Volière,Parc des villas romaines,147,0.15,1.8,0.7,0.3
407,Maison de la Volière,Monastere de Bigua (maison de Tellus),127,0.13,1.5,0.6,0.3
408,Maison de la Volière,Maison du Cryptoportique,65,0.07,0.8,0.3,0.1
409,Maison de la Volière,Maison de la Basilique,44,0.04,0.5,0.2,0.1
410,Maison de la Volière,Maison de la Rotonde,37,0.04,0.4,0.2,0.1
411,Maison de la Volière,Maison des Lions,119,0.12,1.4,0.6,0.2
412,Maison de la Volière,Nécropole punique (Parc des villas romaines),112,0.11,1.3,0.5,0.2
413,Maison de la Volière,Nymphée,131,0.13,1.6,0.6,0.3
414,Maison de la Volière,Muraille de Thedose,280,0.28,3.4,1.3,0.6
415,Maison de la Volière,Parc des thermes d'Antonin,438,0.44,5.3,2.0,0.9
416,Maison de la Volière,Chapelle d’Asterius,388,0.39,4.7,1.8,0.8
417,Maison de la Volière,Four punique,343,0.34,4.1,1.6,0.7
418,Maison de la Volière,Maison de la cachette,307,0.31,3.7,1.4,0.6
419,Maison de la Volière,Tombe de la Nécropole punique,374,0.37,4.5,1.7,0.7
420,Maison de la Volière,Basiliques byzantines,331,0.33,4.0,1.5,0.7
421,Maison de la Volière,Scholla,367,0.37,4.4,1.7,0.7
422,Maison de la Volière,Maison de Dionysos,338,0.34,4.1,1.6,0.7
423,Maison de la Volière,Nécropole punique (Parc des thermes d'antonin),377,0.38,4.5,1.7,0.8
424,Maison de la Volière,Thermes d'Antonin,450,0.45,5.4,2.1,0.9
425,Maison de la Volière,Latrines publiques,479,0.48,5.8,2.2,1.0
426,Maison de la Volière,Quartier Magon,718,0.72,8.6,3.3,1.4
427,Maison de la Volière,Tophet,1986,1.99,23.8,9.2,4.0
428,Maison de la Volière,Ports puniques,1672,1.67,20.1,7.7,3.3
429,Maison de la Volière,Port militaire,1563,1.56,18.8,7.2,3.1
430,Maison de la Volière,Port marchand,1737,1.74,20.8,8.0,3.5
431,Maison de la Volière,Ilot de l’Amirauté,1528,1.53,18.3,7.1,3.1
432,Maison de la Volière,Temple,1543,1.54,18.5,7.1,3.1
433,Maison de la Volière,Hangar,1549,1.55,18.6,7.2,3.1
434,Maison de la Volière,Colline de Byrsa,936,0.94,11.2,4.3,1.9
435,Maison de la Volière,Bibliotheque Tabularium,925,0.92,11.1,4.3,1.8
436,Maison de la Volière,Temple prostyle,966,0.97,11.6,4.5,1.9
437,Maison de la Volière,Grand Temple d'Esculape (d'Eshmoun),891,0.89,10.7,4.1,1.8
438,Maison de la Volière,Emplacement probable de la Basilique judiciaire,804,0.8,9.6,3.7,1.6
439,Maison de la Volière,"Absides ""Beule"" en contrebas",793,0.79,9.5,3.7,1.6
440,Maison de la Volière,Tombeaux puniques,963,0.96,11.6,4.4,1.9
441,Maison de la Volière,Musee national,834,0.83,10.0,3.8,1.7
442,Maison de la Volière,Tombeau punique (Ariche),918,0.92,11.0,4.2,1.8
443,Maison de la Volière,Emplacement de la Chapelle Saint Louis,804,0.8,9.6,3.7,1.6
444,Maison de la Volière,Emplacement probable de la curie,911,0.91,10.9,4.2,1.8
445,Maison de la Volière,Quartier Punique (Quartier Hannibal),904,0.9,10.8,4.2,1.8
446,Maison de la Volière,Cathedrale Saint Louis,884,0.88,10.6,4.1,1.8
447,Maison de la Volière,Beit El Hikma,697,0.7,8.4,3.2,1.4
448,Maison de la Volière,Musee Oceanographique (Dar El Hout),1708,1.71,20.5,7.9,3.4
449,Maison de la Volière,Amphitheatre De  Carthage,1487,1.49,17.8,6.9,3.0
450,Maison de la Volière,Basilique Damous Karita,414,0.41,5.0,1.9,0.8
451,Maison de la Volière,Rotonde ( Rotonde de Damous El Karita),359,0.36,4.3,1.7,0.7
452,Maison de la Volière,Basilique Maiorum,1086,1.09,13.0,5.0,2.2
453,Maison de la Volière,Basilique Saint Cyprien,849,0.85,10.2,3.9,1.7
454,Maison de la Volière,Musee Paleochretien Basilique de Cartagena,1209,1.21,14.5,5.6,2.4
455,Maison de la Volière,Citernes de la Malaga,1136,1.14,13.6,5.2,2.3
456,Maison de la Volière,Cirque,1665,1.67,20.0,7.7,3.3
457,Maison de la Volière,Edifice à colonnes (Jockey club de Carthage),562,0.56,6.7,2.6,1.1
458,Maison de la Volière,Maison de la chasse aux sangliers,380,0.38,4.6,1.8,0.8
459,Maison de la Volière,Odeon,136,0.14,1.6,0.6,0.3
460,Maison de la Volière,Mosquée Imam Malek Ibn Anas,266,0.27,3.2,1.2,0.5
461,Maison de la Volière,Monument circulaire,410,0.41,4.9,1.9,0.8
462,Maison de la Volière,Monument circulaire(Martyrium),324,0.32,3.9,1.5,0.6
463,Maison de la Volière,Basilique chretienne,386,0.39,4.6,1.8,0.8
464,Maison de la Volière,Triconque,348,0.35,4.2,1.6,0.7
465,Maison de la Volière,Basilique Bir Ftouha,1274,1.27,15.3,5.9,2.5
466,Maison de la Volière,Maison de la course de chars,580,0.58,7.0,2.7,1.2
467,Maison de la Volière,Monument a absides,588,0.59,7.1,2.7,1.2
468,Maison de la Volière,Basilique Bir Messaouda,897,0.9,10.8,4.1,1.8
469,Maison de la Volière,Quartier Didon,822,0.82,9.9,3.8,1.6
470,Maison de la Volière,Temple d'Apollon,846,0.85,10.1,3.9,1.7
471,Maison de la Volière,Citernes Dar Saniet,1147,1.15,13.8,5.3,2.3
472,Maison de la Volière,Crypte archeologique,687,0.69,8.2,3.2,1.4
473,Maison de la Volière,Chapelle sainte monique,776,0.78,9.3,3.6,1.6
474,Maison de la Volière,Palais Essaada,2507,2.51,30.1,11.6,5.0
475,Maison de la Volière,Palais Abdellia,2558,2.56,30.7,11.8,5.1
476,Maison de la Volière,Arrondissement de la Marsa Medina,2964,2.96,35.6,13.7,5.9
477,Maison de la Volière,Palais Ahmed Bey,2837,2.84,34.0,13.1,5.7
478,Maison de la Volière,Cafe Houas,2809,2.81,33.7,13.0,5.6
479,Maison de la Volière,Cafe Safsaf,2829,2.83,33.9,13.1,5.7
480,Maison de la Volière,Kobbet el Houwa,3134,3.13,37.6,14.5,6.3
481,Maison de la Volière,Cafe El Hafsi,2853,2.85,34.2,13.2,5.7
482,Maison de la Volière,Palais Ksar Ettej,2659,2.66,31.9,12.3,5.3
483,Maison de la Volière,Le Vieux Souk,2770,2.77,33.2,12.8,5.5
484,Maison de la Volière,Les vistiges de plage d'amilcar (carthage),1348,1.35,16.2,6.2,2.7
485,Maison de la Volière,Acropolium de Carthage,875,0.87,10.5,4.0,1.7
486,Maison de la Rotonde,Theatre,353,0.35,4.2,1.6,0.7
487,Maison de la Rotonde,Parc des villas romaines,144,0.14,1.7,0.7,0.3
488,Maison de la Rotonde,Monastere de Bigua (maison de Tellus),111,0.11,1.3,0.5,0.2
489,Maison de la Rotonde,Maison du Cryptoportique,64,0.06,0.8,0.3,0.1
490,Maison de la Rotonde,Maison de la Basilique,81,0.08,1.0,0.4,0.2
491,Maison de la Rotonde,Maison de la Volière,37,0.04,0.4,0.2,0.1
492,Maison de la Rotonde,Maison des Lions,96,0.1,1.2,0.4,0.2
493,Maison de la Rotonde,Nécropole punique (Parc des villas romaines),135,0.14,1.6,0.6,0.3
494,Maison de la Rotonde,Nymphée,129,0.13,1.5,0.6,0.3
495,Maison de la Rotonde,Muraille de Thedose,311,0.31,3.7,1.4,0.6
496,Maison de la Rotonde,Parc des thermes d'Antonin,415,0.42,5.0,1.9,0.8
497,Maison de la Rotonde,Chapelle d’Asterius,366,0.37,4.4,1.7,0.7
498,Maison de la Rotonde,Four punique,325,0.33,3.9,1.5,0.7
499,Maison de la Rotonde,Maison de la cachette,293,0.29,3.5,1.4,0.6
500,Maison de la Rotonde,Tombe de la Nécropole punique,344,0.34,4.1,1.6,0.7
501,Maison de la Rotonde,Basiliques byzantines,311,0.31,3.7,1.4,0.6
502,Maison de la Rotonde,Scholla,344,0.34,4.1,1.6,0.7
503,Maison de la Rotonde,Maison de Dionysos,311,0.31,3.7,1.4,0.6
504,Maison de la Rotonde,Nécropole punique (Parc des thermes d'antonin),348,0.35,4.2,1.6,0.7
505,Maison de la Rotonde,Thermes d'Antonin,418,0.42,5.0,1.9,0.8
506,Maison de la Rotonde,Latrines publiques,452,0.45,5.4,2.1,0.9
507,Maison de la Rotonde,Quartier Magon,701,0.7,8.4,3.2,1.4
508,Maison de la Rotonde,Tophet,1985,1.98,23.8,9.2,4.0
509,Maison de la Rotonde,Ports puniques,1668,1.67,20.0,7.7,3.3
510,Maison de la Rotonde,Port militaire,1560,1.56,18.7,7.2,3.1
511,Maison de la Rotonde,Port marchand,1733,1.73,20.8,8.0,3.5
512,Maison de la Rotonde,Ilot de l’Amirauté,1525,1.52,18.3,7.0,3.0
513,Maison de la Rotonde,Temple,1540,1.54,18.5,7.1,3.1
514,Maison de la Rotonde,Hangar,1547,1.55,18.6,7.1,3.1
515,Maison de la Rotonde,Colline de Byrsa,956,0.96,11.5,4.4,1.9
516,Maison de la Rotonde,Bibliotheque Tabularium,942,0.94,11.3,4.3,1.9
517,Maison de la Rotonde,Temple prostyle,983,0.98,11.8,4.5,2.0
518,Maison de la Rotonde,Grand Temple d'Esculape (d'Eshmoun),906,0.91,10.9,4.2,1.8
519,Maison de la Rotonde,Emplacement probable de la Basilique judiciaire,818,0.82,9.8,3.8,1.6
520,Maison de la Rotonde,"Absides ""Beule"" en contrebas",806,0.81,9.7,3.7,1.6
521,Maison de la Rotonde,Tombeaux puniques,979,0.98,11.7,4.5,2.0
522,Maison de la Rotonde,Musee national,851,0.85,10.2,3.9,1.7
523,Maison de la Rotonde,Tombeau punique (Ariche),937,0.94,11.2,4.3,1.9
524,Maison de la Rotonde,Emplacement de la Chapelle Saint Louis,818,0.82,9.8,3.8,1.6
525,Maison de la Rotonde,Emplacement probable de la curie,930,0.93,11.2,4.3,1.9
526,Maison de la Rotonde,Quartier Punique (Quartier Hannibal),919,0.92,11.0,4.2,1.8
527,Maison de la Rotonde,Cathedrale Saint Louis,904,0.9,10.9,4.2,1.8
528,Maison de la Rotonde,Beit El Hikma,680,0.68,8.2,3.1,1.4
529,Maison de la Rotonde,Musee Oceanographique (Dar El Hout),1703,1.7,20.4,7.9,3.4
530,Maison de la Rotonde,Amphitheatre De  Carthage,1518,1.52,18.2,7.0,3.0
531,Maison de la Rotonde,Basilique Damous Karita,434,0.43,5.2,2.0,0.9
532,Maison de la Rotonde,Rotonde ( Rotonde de Damous El Karita),387,0.39,4.6,1.8,0.8
533,Maison de la Rotonde,Basilique Maiorum,1096,1.1,13.2,5.1,2.2
534,Maison de la Rotonde,Basilique Saint Cyprien,843,0.84,10.1,3.9,1.7
535,Maison de la Rotonde,Musee Paleochretien Basilique de Cartagena,1211,1.21,14.5,5.6,2.4
536,Maison de la Rotonde,Citernes de la Malaga,1171,1.17,14.0,5.4,2.3
537,Maison de la Rotonde,Cirque,1687,1.69,20.2,7.8,3.4
538,Maison de la Rotonde,Edifice à colonnes (Jockey club de Carthage),591,0.59,7.1,2.7,1.2
539,Maison de la Rotonde,Maison de la chasse aux sangliers,401,0.4,4.8,1.9,0.8
540,Maison de la Rotonde,Odeon,171,0.17,2.1,0.8,0.3
541,Maison de la Rotonde,Mosquée Imam Malek Ibn Anas,302,0.3,3.6,1.4,0.6
542,Maison de la Rotonde,Monument circulaire,443,0.44,5.3,2.0,0.9
543,Maison de la Rotonde,Monument circulaire(Martyrium),356,0.36,4.3,1.6,0.7
544,Maison de la Rotonde,Basilique chretienne,420,0.42,5.0,1.9,0.8
545,Maison de la Rotonde,Triconque,380,0.38,4.6,1.8,0.8
546,Maison de la Rotonde,Basilique Bir Ftouha,1303,1.3,15.6,6.0,2.6
547,Maison de la Rotonde,Maison de la course de chars,593,0.59,7.1,2.7,1.2
548,Maison de la Rotonde,Monument a absides,602,0.6,7.2,2.8,1.2
549,Maison de la Rotonde,Basilique Bir Messaouda,897,0.9,10.8,4.1,1.8
550,Maison de la Rotonde,Quartier Didon,818,0.82,9.8,3.8,1.6
551,Maison de la Rotonde,Temple d'Apollon,842,0.84,10.1,3.9,1.7
552,Maison de la Rotonde,Citernes Dar Saniet,1139,1.14,13.7,5.3,2.3
553,Maison de la Rotonde,Crypte archeologique,708,0.71,8.5,3.3,1.4
554,Maison de la Rotonde,Chapelle sainte monique,759,0.76,9.1,3.5,1.5
555,Maison de la Rotonde,Palais Essaada,2525,2.53,30.3,11.7,5.1
556,Maison de la Rotonde,Palais Abdellia,2581,2.58,31.0,11.9,5.2
557,Maison de la Rotonde,Arrondissement de la Marsa Medina,2984,2.98,35.8,13.8,6.0
558,Maison de la Rotonde,Palais Ahmed Bey,2853,2.85,34.2,13.2,5.7
559,Maison de la Rotonde,Cafe Houas,2826,2.83,33.9,13.0,5.7
560,Maison de la Rotonde,Cafe Safsaf,2845,2.85,34.1,13.1,5.7
561,Maison de la Rotonde,Kobbet el Houwa,3148,3.15,37.8,14.5,6.3
562,Maison de la Rotonde,Cafe El Hafsi,2867,2.87,34.4,13.2,5.7
563,Maison de la Rotonde,Palais Ksar Ettej,2676,2.68,32.1,12.4,5.4
564,Maison de la Rotonde,Le Vieux Souk,2786,2.79,33.4,12.9,5.6
565,Maison de la Rotonde,Les vistiges de plage d'amilcar (carthage),1339,1.34,16.1,6.2,2.7
566,Maison de la Rotonde,Acropolium de Carthage,896,0.9,10.7,4.1,1.8
567,Maison des Lions,Theatre,448,0.45,5.4,2.1,0.9
568,Maison des Lions,Parc des villas romaines,233,0.23,2.8,1.1,0.5
569,Maison des Lions,Monastere de Bigua (maison de Tellus),189,0.19,2.3,0.9,0.4
570,Maison des Lions,Maison du Cryptoportique,159,0.16,1.9,0.7,0.3
571,Maison des Lions,Maison de la Basilique,155,0.16,1.9,0.7,0.3
572,Maison des Lions,Maison de la Volière,119,0.12,1.4,0.6,0.2
573,Maison des Lions,Maison de la Rotonde,96,0.1,1.2,0.4,0.2
574,Maison des Lions,Nécropole punique (Parc des villas romaines),230,0.23,2.8,1.1,0.5
575,Maison des Lions,Nymphée,219,0.22,2.6,1.0,0.4
576,Maison des Lions,Muraille de Thedose,330,0.33,4.0,1.5,0.7
577,Maison des Lions,Parc des thermes d'Antonin,460,0.46,5.5,2.1,0.9
578,Maison des Lions,Chapelle d’Asterius,413,0.41,5.0,1.9,0.8
579,Maison des Lions,Four punique,385,0.39,4.6,1.8,0.8
580,Maison des Lions,Maison de la cachette,362,0.36,4.3,1.7,0.7
581,Maison des Lions,Tombe de la Nécropole punique,366,0.37,4.4,1.7,0.7
582,Maison des Lions,Basiliques byzantines,366,0.37,4.4,1.7,0.7
583,Maison des Lions,Scholla,393,0.39,4.7,1.8,0.8
584,Maison des Lions,Maison de Dionysos,345,0.35,4.1,1.6,0.7
585,Maison des Lions,Nécropole punique (Parc des thermes d'antonin),371,0.37,4.5,1.7,0.7
586,Maison des Lions,Thermes d'Antonin,428,0.43,5.1,2.0,0.9
587,Maison des Lions,Latrines publiques,482,0.48,5.8,2.2,1.0
588,Maison des Lions,Quartier Magon,758,0.76,9.1,3.5,1.5
589,Maison des Lions,Tophet,2067,2.07,24.8,9.5,4.1
590,Maison des Lions,Ports puniques,1746,1.75,21.0,8.1,3.5
591,Maison des Lions,Port militaire,1638,1.64,19.7,7.6,3.3
592,Maison des Lions,Port marchand,1810,1.81,21.7,8.4,3.6
593,Maison des Lions,Ilot de l’Amirauté,1604,1.6,19.3,7.4,3.2
594,Maison des Lions,Temple,1620,1.62,19.4,7.5,3.2
595,Maison des Lions,Hangar,1628,1.63,19.5,7.5,3.3
596,Maison des Lions,Colline de Byrsa,1052,1.05,12.6,4.9,2.1
597,Maison des Lions,Bibliotheque Tabularium,1038,1.04,12.5,4.8,2.1
598,Maison des Lions,Temple prostyle,1079,1.08,13.0,5.0,2.2
599,Maison des Lions,Grand Temple d'Esculape (d'Eshmoun),1002,1.0,12.0,4.6,2.0
600,Maison des Lions,Emplacement probable de la Basilique judiciaire,913,0.91,11.0,4.2,1.8
601,Maison des Lions,"Absides ""Beule"" en contrebas",901,0.9,10.8,4.2,1.8
602,Maison des Lions,Tombeaux puniques,1075,1.07,12.9,5.0,2.1
603,Maison des Lions,Musee national,948,0.95,11.4,4.4,1.9
604,Maison des Lions,Tombeau punique (Ariche),1033,1.03,12.4,4.8,2.1
605,Maison des Lions,Emplacement de la Chapelle Saint Louis,914,0.91,11.0,4.2,1.8
606,Maison des Lions,Emplacement probable de la curie,1026,1.03,12.3,4.7,2.1
607,Maison des Lions,Quartier Punique (Quartier Hannibal),1014,1.01,12.2,4.7,2.0
608,Maison des Lions,Cathedrale Saint Louis,1000,1.0,12.0,4.6,2.0
609,Maison des Lions,Beit El Hikma,734,0.73,8.8,3.4,1.5
610,Maison des Lions,Musee Oceanographique (Dar El Hout),1781,1.78,21.4,8.2,3.6
611,Maison des Lions,Amphitheatre De  Carthage,1605,1.6,19.3,7.4,3.2
612,Maison des Lions,Basilique Damous Karita,405,0.4,4.9,1.9,0.8
613,Maison des Lions,Rotonde ( Rotonde de Damous El Karita),386,0.39,4.6,1.8,0.8
614,Maison des Lions,Basilique Maiorum,1034,1.03,12.4,4.8,2.1
615,Maison des Lions,Basilique Saint Cyprien,755,0.76,9.1,3.5,1.5
616,Maison des Lions,Musee Paleochretien Basilique de Cartagena,1297,1.3,15.6,6.0,2.6
617,Maison des Lions,Citernes de la Malaga,1245,1.24,14.9,5.7,2.5
618,Maison des Lions,Cirque,1783,1.78,21.4,8.2,3.6
619,Maison des Lions,Edifice à colonnes (Jockey club de Carthage),682,0.68,8.2,3.1,1.4
620,Maison des Lions,Maison de la chasse aux sangliers,497,0.5,6.0,2.3,1.0
621,Maison des Lions,Odeon,219,0.22,2.6,1.0,0.4
622,Maison des Lions,Mosquée Imam Malek Ibn Anas,367,0.37,4.4,1.7,0.7
623,Maison des Lions,Monument circulaire,527,0.53,6.3,2.4,1.1
624,Maison des Lions,Monument circulaire(Martyrium),441,0.44,5.3,2.0,0.9
625,Maison des Lions,Basilique chretienne,501,0.5,6.0,2.3,1.0
626,Maison des Lions,Triconque,464,0.46,5.6,2.1,0.9
627,Maison des Lions,Basilique Bir Ftouha,1295,1.29,15.5,6.0,2.6
628,Maison des Lions,Maison de la course de chars,687,0.69,8.2,3.2,1.4
629,Maison des Lions,Monument a absides,697,0.7,8.4,3.2,1.4
630,Maison des Lions,Basilique Bir Messaouda,980,0.98,11.8,4.5,2.0
631,Maison des Lions,Quartier Didon,897,0.9,10.8,4.1,1.8
632,Maison des Lions,Temple d'Apollon,922,0.92,11.1,4.3,1.8
633,Maison des Lions,Citernes Dar Saniet,1048,1.05,12.6,4.8,2.1
634,Maison des Lions,Crypte archeologique,804,0.8,9.6,3.7,1.6
635,Maison des Lions,Chapelle sainte monique,663,0.66,8.0,3.1,1.3
636,Maison des Lions,Palais Essaada,2480,2.48,29.8,11.4,5.0
