user_id;preference_fonction;preference_epoque;mobilite;transport;budget_max;duree_visite_min;zone;type_tarif;nb_pois;liste_pois
user_217;culturel, religieux;Romaine;normale;taxi;142;101;Carthage;resident;4;Theatre | La colline de Byrsa | Parc des villas romaines | Tophet
user_218;religieux, musee;Punique;réduite;taxi;190;123;Carthage;resident;9;"antonin)"",  | ,  | ,  | ,  | ,  | ,  | ,  | , "
user_219;culturel, musee, religieux;Coloniale;réduite;taxi;170;144;Carthage;resident;9;Musee Oceanographique (Dar El Hout) | Tophet | Theatre | La colline de Byrsa | Ports puniques | Quartier Magon | Beit El Hikma | Parc des villas romaines
user_220;Equipement, culturel;Beylicale Houssainite, Coloniale;normale;vélo;64;139;Carthage;enseignant;5;Beit El Hikma | Ports puniques | Musee Oceanographique (Dar El Hout) | Tophet | Theatre
user_221;habitation;Punique, Romaine, Coloniale;normale;taxi;153;116;Carthage;enseignant;5;Quartier Magon | Parc des villas romaines | Ports puniques | Tophet | La colline de Byrsa
user_222;religieux, musee;Coloniale, Beylicale Houssainite, Punique;normale;voiture;120;102;Carthage;enfant;9;"Musee Oceanographique (Dar El Hout) | antonin)"",  | ,  | ,  | ,  | ,  | ,  | , "
user_223;musee, Equipement;Punique, Coloniale;normale;vélo;67;216;Carthage;resident;4;Ports puniques | Musee Oceanographique (Dar El Hout) | Tophet | Quartier Magon
user_224;habitation;Coloniale, Punique, Romaine;réduite;vélo;66;112;Carthage;enfant;4;Quartier Magon | Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Ports puniques
user_225;habitation, religieux;Punique, Beylicale Houssainite, Coloniale;réduite;vélo;91;184;Carthage;enfant;8;"Quartier Magon | Beit El Hikma | Parc des villas romaines | antonin)"",  | ,  | ,  | , "
user_226;Equipement, musee, culturel;Punique;normale;à pied;43;163;Carthage;resident;4;"Ports puniques | Tophet | antonin)"", "
user_228;musee, culturel, habitation;Coloniale;réduite;vélo;85;106;Carthage;enseignant;7;Musee Oceanographique (Dar El Hout) | Tophet | Theatre | La colline de Byrsa | Quartier Magon | Beit El Hikma | Parc des villas romaines
user_229;religieux, Equipement;Punique, Beylicale Houssainite;normale;vélo;62;103;Carthage;étudiant;3;"Ports puniques | antonin)"", "
user_235;Equipement;Romaine, Punique, Coloniale;réduite;taxi;146;137;Carthage;étudiant;5;Ports puniques | Parc des villas romaines | Theatre | Quartier Magon | La colline de Byrsa
user_236;Equipement, musee, culturel;Beylicale Houssainite, Coloniale;normale;taxi;136;192;Carthage;retraité;5;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques | Tophet | Theatre
user_237;habitation, musee;Coloniale;réduite;vélo;58;153;Carthage;resident;4;Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Parc des villas romaines
user_239;religieux, habitation;Coloniale, Romaine, Punique;normale;taxi;155;236;Carthage;enseignant;6;"Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Quartier Magon | antonin)"",  | , "
user_242;Equipement, habitation, musee;Romaine;réduite;voiture;124;108;Carthage;enseignant;9;Parc des villas romaines | Ports puniques | Quartier Magon | Theatre | La colline de Byrsa | Beit El Hikma | Musee Oceanographique (Dar El Hout) | Tophet
user_243;habitation;Romaine, Punique;réduite;taxi;141;145;Carthage;retraité;4;Parc des villas romaines | Quartier Magon | Theatre | Ports puniques
user_244;musee;Romaine;normale;voiture;149;173;Carthage;retraité;9;Theatre | Parc des villas romaines | Quartier Magon | Musee Oceanographique (Dar El Hout) | Ports puniques | La colline de Byrsa | Tophet | Beit El Hikma
user_245;culturel, habitation, religieux;Beylicale Houssainite;réduite;vélo;92;108;Carthage;étudiant;8;Beit El Hikma | Tophet | Theatre | La colline de Byrsa | Quartier Magon | Parc des villas romaines | Ports puniques | Musee Oceanographique (Dar El Hout)
user_246;musee, habitation;Punique, Beylicale Houssainite, Romaine;réduite;voiture;83;110;Carthage;étranger;4;Quartier Magon | Beit El Hikma | Ports puniques | Tophet
user_247;musee, Equipement, religieux;Coloniale, Beylicale Houssainite;réduite;taxi;138;223;Carthage;étranger;5;Musee Oceanographique (Dar El Hout) | Beit El Hikma | Ports puniques | Quartier Magon | Tophet
user_248;musee;Romaine;normale;taxi;166;99;Carthage;retraité;8;Theatre | Parc des villas romaines | Quartier Magon | Musee Oceanographique (Dar El Hout) | Ports puniques | La colline de Byrsa | Tophet | Beit El Hikma
user_249;Equipement;Coloniale, Punique;normale;à pied;33;146;Carthage;étudiant;4;Ports puniques | Musee Oceanographique (Dar El Hout) | Tophet | Quartier Magon
user_251;Equipement;Coloniale, Romaine, Punique;réduite;à pied;28;141;Carthage;étudiant;3;Ports puniques | Musee Oceanographique (Dar El Hout) | Theatre
user_252;Equipement, religieux;Punique, Beylicale Houssainite;réduite;taxi;169;96;Carthage;retraité;9;"Ports puniques | antonin)"",  | ,  | ,  | ,  | ,  | ,  | , "
user_253;Equipement;Beylicale Houssainite, Coloniale, Romaine;normale;voiture;149;204;Carthage;étudiant;9;Beit El Hikma | Ports puniques | Musee Oceanographique (Dar El Hout) | Theatre | Parc des villas romaines | Quartier Magon | La colline de Byrsa | Tophet
user_255;musee, religieux, culturel;Coloniale;normale;voiture;119;137;Carthage;enseignant;9;"Musee Oceanographique (Dar El Hout) | Tophet | antonin)"",  | ,  | ,  | ,  | ,  | , "
user_256;culturel, habitation, musee;Romaine, Punique;réduite;voiture;94;117;Carthage;enseignant;4;Theatre | Parc des villas romaines | Quartier Magon | La colline de Byrsa
user_257;religieux;Punique;réduite;taxi;180;159;Carthage;retraité;9;"antonin)"",  | ,  | ,  | ,  | ,  | ,  | ,  | , "
user_258;musee, religieux;Punique, Romaine;réduite;vélo;61;205;Carthage;étranger;3;"antonin)"",  | , "
user_259;Equipement;Romaine, Beylicale Houssainite, Coloniale;réduite;taxi;196;167;Carthage;enfant;9;Ports puniques | Theatre | Parc des villas romaines | Beit El Hikma | Quartier Magon | La colline de Byrsa | Musee Oceanographique (Dar El Hout) | Tophet
user_260;culturel, religieux, habitation;Beylicale Houssainite, Romaine, Coloniale;normale;à pied;23;222;Carthage;étudiant;3;Theatre | Beit El Hikma | Parc des villas romaines
user_262;Equipement, religieux;Romaine;normale;taxi;166;232;Carthage;étudiant;8;Ports puniques | Theatre | Parc des villas romaines | Quartier Magon | La colline de Byrsa | Tophet | Beit El Hikma
user_264;musee, religieux;Beylicale Houssainite;réduite;taxi;153;181;Carthage;étranger;7;"Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | antonin)"", "
user_265;musee, culturel;Punique, Beylicale Houssainite, Romaine;réduite;à pied;49;173;Carthage;enseignant;6;"Tophet | La colline de Byrsa | Ports puniques | Quartier Magon | antonin)"", "
user_266;habitation, religieux, Equipement;Punique, Romaine, Beylicale Houssainite;réduite;à pied;39;108;Carthage;retraité;4;Quartier Magon | Parc des villas romaines | Ports puniques
user_267;habitation, Equipement;Beylicale Houssainite, Punique;normale;taxi;172;201;Carthage;enseignant;9;"Beit El Hikma | Quartier Magon | Ports puniques | Parc des villas romaines | Tophet | antonin)"",  | ,  | , "
user_268;Equipement, musee, religieux;Coloniale, Romaine;réduite;taxi;140;151;Carthage;étudiant;4;Musee Oceanographique (Dar El Hout) | Ports puniques | Theatre | Parc des villas romaines
user_269;culturel;Punique;normale;vélo;84;213;Carthage;étudiant;6;"Tophet | La colline de Byrsa | Ports puniques | antonin)"",  | , "
user_273;culturel, religieux;Beylicale Houssainite, Coloniale;normale;vélo;53;231;Carthage;retraité;3;Beit El Hikma | Tophet | Theatre
user_274;musee, habitation;Punique, Romaine;réduite;voiture;78;154;Carthage;étranger;3;Quartier Magon | Parc des villas romaines | Ports puniques
user_275;musee;Punique, Beylicale Houssainite;normale;à pied;40;182;Carthage;retraité;4;Ports puniques | Tophet | Quartier Magon
user_276;habitation, religieux;Punique, Romaine;réduite;taxi;176;238;Carthage;resident;9;"Quartier Magon | Parc des villas romaines | antonin)"",  | ,  | ,  | ,  | ,  | , "
user_279;culturel, habitation;Coloniale, Punique;normale;à pied;25;127;Carthage;enseignant;3;Tophet | Musee Oceanographique (Dar El Hout) | La colline de Byrsa
user_280;Equipement, religieux, habitation;Romaine, Coloniale;réduite;vélo;90;207;Carthage;étranger;8;Ports puniques | Parc des villas romaines | Theatre | Quartier Magon | La colline de Byrsa | Musee Oceanographique (Dar El Hout) | Beit El Hikma
user_281;religieux;Punique, Romaine, Coloniale;normale;voiture;101;134;Carthage;étudiant;5;"antonin)"",  | ,  | ,  | , "
user_282;Equipement, musee, religieux;Beylicale Houssainite, Punique, Romaine;normale;taxi;184;196;Carthage;enseignant;9;"Ports puniques | Beit El Hikma | Tophet | antonin)"",  | ,  | ,  | ,  | , "
user_283;musee, culturel, religieux;Coloniale;normale;voiture;130;125;Carthage;resident;9;Musee Oceanographique (Dar El Hout) | Tophet | Theatre | La colline de Byrsa | Ports puniques | Quartier Magon | Beit El Hikma | Parc des villas romaines
user_284;religieux, Equipement;Beylicale Houssainite, Punique;réduite;vélo;89;124;Carthage;enfant;7;"Beit El Hikma | antonin)"",  | ,  | ,  | ,  | , "
user_285;culturel, musee, religieux;Punique, Coloniale;réduite;vélo;73;106;Carthage;resident;5;"Tophet | La colline de Byrsa | antonin)"",  | , "
user_288;habitation, Equipement;Beylicale Houssainite;normale;vélo;78;181;Carthage;enfant;6;Beit El Hikma | Quartier Magon | Parc des villas romaines | Ports puniques | Tophet | Theatre
user_289;religieux;Coloniale, Punique, Romaine;réduite;voiture;103;133;Carthage;resident;6;"antonin)"",  | ,  | ,  | ,  | , "
user_290;religieux, Equipement, culturel;Romaine;réduite;à pied;43;210;Carthage;resident;4;Theatre | Parc des villas romaines | Ports puniques | La colline de Byrsa
user_292;musee, religieux, Equipement;Punique, Coloniale, Beylicale Houssainite;normale;voiture;147;231;Carthage;étudiant;9;"Ports puniques | Musee Oceanographique (Dar El Hout) | antonin)"",  | ,  | ,  | ,  | ,  | , "
user_295;musee;Punique;normale;vélo;64;199;Carthage;retraité;3;Tophet | Ports puniques
user_296;religieux;Punique, Beylicale Houssainite;normale;voiture;97;164;Carthage;étranger;6;"antonin)"",  | ,  | ,  | ,  | , "
user_297;habitation;Romaine;normale;taxi;169;206;Carthage;enfant;9;Parc des villas romaines | Quartier Magon | Theatre | Beit El Hikma | Ports puniques | La colline de Byrsa | Tophet | Musee Oceanographique (Dar El Hout)
user_298;religieux, habitation, musee;Romaine, Punique;normale;taxi;129;212;Carthage;enseignant;3;Parc des villas romaines | Quartier Magon | Theatre
user_299;habitation, musee;Coloniale, Romaine;normale;à pied;36;197;Carthage;étudiant;5;Musee Oceanographique (Dar El Hout) | Parc des villas romaines | Quartier Magon | Beit El Hikma | Theatre
user_302;culturel, habitation;Beylicale Houssainite, Romaine;réduite;à pied;22;158;Carthage;enfant;3;Beit El Hikma | Theatre | Parc des villas romaines
user_303;religieux;Beylicale Houssainite, Punique, Romaine;réduite;taxi;191;185;Carthage;étudiant;9;"antonin)"",  | ,  | ,  | ,  | ,  | ,  | ,  | , "
user_304;culturel, Equipement;Beylicale Houssainite;normale;vélo;87;176;Carthage;retraité;7;Beit El Hikma | Tophet | Theatre | La colline de Byrsa | Ports puniques | Quartier Magon | Parc des villas romaines
user_305;musee, Equipement, habitation;Coloniale;normale;taxi;141;234;Carthage;retraité;6;Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Beit El Hikma | Parc des villas romaines | Tophet
user_306;religieux, habitation;Coloniale, Punique;normale;voiture;76;104;Carthage;enfant;3;"Musee Oceanographique (Dar El Hout) | antonin)"", "
user_307;Equipement, culturel, musee;Punique, Beylicale Houssainite, Coloniale;normale;voiture;130;161;Carthage;retraité;9;"Ports puniques | Tophet | La colline de Byrsa | Quartier Magon | antonin)"",  | ,  | ,  | , "
user_308;Equipement, culturel, habitation;Beylicale Houssainite, Punique;réduite;vélo;52;110;Carthage;enfant;3;Beit El Hikma | Ports puniques | Tophet
user_309;culturel;Punique, Romaine, Coloniale;réduite;taxi;162;95;Carthage;resident;6;Tophet | La colline de Byrsa | Theatre | Ports puniques | Quartier Magon | Parc des villas romaines
user_310;Equipement, culturel, habitation;Coloniale;normale;taxi;199;144;Carthage;resident;9;Musee Oceanographique (Dar El Hout) | Ports puniques | Tophet | Theatre | La colline de Byrsa | Quartier Magon | Beit El Hikma | Parc des villas romaines
user_311;Equipement, musee;Punique, Coloniale;normale;taxi;161;155;Carthage;enfant;8;"Ports puniques | Tophet | Quartier Magon | antonin)"",  | ,  | ,  | , "
user_312;culturel;Coloniale;réduite;vélo;80;240;Carthage;retraité;7;Musee Oceanographique (Dar El Hout) | Tophet | Theatre | La colline de Byrsa | Ports puniques | Quartier Magon | Beit El Hikma
user_313;culturel, religieux;Coloniale;réduite;à pied;28;175;Carthage;enseignant;3;Musee Oceanographique (Dar El Hout) | Tophet | Theatre
user_315;musee, religieux;Coloniale;normale;voiture;101;238;Carthage;étudiant;7;"Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Beit El Hikma | antonin)"", "
user_319;habitation, culturel;Romaine;normale;à pied;31;97;Carthage;retraité;3;Parc des villas romaines | Theatre | Quartier Magon
user_320;musee;Coloniale, Romaine, Punique;normale;vélo;54;90;Carthage;étudiant;3;Musee Oceanographique (Dar El Hout) | Theatre | Parc des villas romaines
user_321;musee;Beylicale Houssainite;réduite;taxi;157;226;Carthage;étudiant;7;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Parc des villas romaines | Theatre
user_322;habitation, culturel;Punique;normale;voiture;146;194;Carthage;enfant;9;"Quartier Magon | Tophet | Parc des villas romaines | Ports puniques | La colline de Byrsa | antonin)"",  | ,  | , "
user_323;musee, habitation, Equipement;Coloniale, Beylicale Houssainite;normale;à pied;31;179;Carthage;resident;4;Musee Oceanographique (Dar El Hout) | Beit El Hikma | Quartier Magon | Parc des villas romaines
user_324;religieux, culturel, musee;Coloniale, Beylicale Houssainite, Romaine;réduite;voiture;121;135;Carthage;enseignant;9;"Musee Oceanographique (Dar El Hout) | Theatre | Beit El Hikma | La colline de Byrsa | antonin)"",  | ,  | ,  | , "
user_325;musee, religieux, Equipement;Romaine, Punique, Coloniale;normale;voiture;92;173;Carthage;retraité;4;Ports puniques | Parc des villas romaines | Theatre | Quartier Magon
user_326;religieux, culturel;Romaine, Punique;normale;voiture;91;204;Carthage;enseignant;4;Theatre | Parc des villas romaines | La colline de Byrsa
user_328;musee, habitation, religieux;Punique, Beylicale Houssainite;normale;vélo;87;227;Carthage;retraité;7;"Quartier Magon | antonin)"",  | ,  | ,  | ,  | , "
user_330;culturel, Equipement, musee;Coloniale;normale;à pied;35;139;Carthage;retraité;4;Musee Oceanographique (Dar El Hout) | Tophet | Theatre | La colline de Byrsa
user_332;musee, habitation;Punique;réduite;vélo;90;140;Carthage;resident;8;"Quartier Magon | Tophet | Ports puniques | antonin)"",  | ,  | ,  | , "
user_333;Equipement, habitation;Punique;normale;voiture;133;163;Carthage;enseignant;9;"Ports puniques | Quartier Magon | Tophet | antonin)"",  | ,  | ,  | ,  | , "
user_334;habitation, Equipement, religieux;Romaine, Coloniale;normale;taxi;133;206;Carthage;resident;3;Parc des villas romaines | Quartier Magon | Ports puniques
user_336;religieux, habitation, culturel;Romaine;réduite;à pied;44;136;Carthage;enseignant;4;Parc des villas romaines | Theatre | Quartier Magon | La colline de Byrsa
user_337;culturel, habitation, musee;Punique, Romaine;réduite;vélo;64;96;Carthage;retraité;3;Tophet | Quartier Magon | La colline de Byrsa
user_339;habitation, culturel;Punique, Beylicale Houssainite;normale;à pied;27;118;Carthage;enfant;4;Quartier Magon | Tophet | Beit El Hikma | Parc des villas romaines
user_340;culturel, habitation;Beylicale Houssainite, Romaine;réduite;voiture;87;143;Carthage;retraité;5;Beit El Hikma | Theatre | Parc des villas romaines | La colline de Byrsa | Quartier Magon
user_341;Equipement;Beylicale Houssainite, Punique, Romaine;normale;taxi;167;121;Carthage;enseignant;8;"Ports puniques | Beit El Hikma | Tophet | Quartier Magon | antonin)"",  | ,  | , "
user_345;habitation, Equipement;Romaine, Beylicale Houssainite, Punique;normale;taxi;143;169;Carthage;resident;5;Parc des villas romaines | Quartier Magon | Beit El Hikma | Ports puniques | Theatre
user_347;habitation, culturel, Equipement;Coloniale, Punique;normale;voiture;126;162;Carthage;enseignant;9;Quartier Magon | Tophet | Musee Oceanographique (Dar El Hout) | Parc des villas romaines | Ports puniques | La colline de Byrsa | Beit El Hikma | Theatre
